Time period,Time identifier,Geographic level,Country name,Country code,Region name,Region code,LA name,LA code (old),LA code (new),School phase,School Name,School LA Estab ID,URN,Total Revenue Balance (£),B01 Committed revenue balance (£),B02 Uncommitted revenue balance (£),B06 Community focussed extended school revenue balance (£),Total revenue balance as a % of total income
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Benton Dene Primary School,3922078,108604,-40889.31,0,-40889.31,0,-1.8
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Forest Hall Primary School,3922079,108605,406.61,8144,-7737.39,0,0
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Ivy Road Primary School,3922080,108606,-256734.1,1820,-258554.1,0,-30.3
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,New York Primary School,3922081,108607,361149.8,223708,137441.8,0,17.9
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Denbigh Community Primary School,3922082,108608,133090.9,12435,120655.9,0,6
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Greenfields Community Primary School,3922083,108609,288.65,23101,-22812.35,0,0
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Hazlewood Community Primary School,3922084,108610,50505.38,99,50406.38,0,4.6
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Fordley Primary School,3922085,108611,-56252.19,0,-56252.19,0,-3.3
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Burradon Community Primary School,3922086,108612,1211.09,0,1211.09,0,0.1
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Hadrian Park Primary School,3922087,132141,167023.4,25234,141789.4,0,8.5
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Western Community Primary School,3922088,133384,21799.29,0,21799.29,0,1
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Christ Church CofE Primary School,3923301,108614,82362.53,19293,63069.53,0,8.3
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,St Bartholomew's Church of England Primary School (Aided),3923302,108615,3908.42,388,3520.42,0,0.4
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,St Cuthberts Roman Catholic Primary School Aided,3923305,108616,80916.39,9916,71000.39,0,7.1
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,St Josephs Roman Catholic Primary School Aided,3923308,108617,211740,86283,125457,0,12.8
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,St Marys Roman Catholic Primary School Aided,3923309,108618,25990.56,2479,23511.56,0,2.6
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,St Marys Roman Catholic Primary School Aided,3923315,108620,79310.06,13020,66290.06,0,8.5
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,St Stephens Roman Catholic Primary School Aided,3923316,108621,35653.84,31586,4067.84,0,3.1
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Star of the Sea RC VA Primary,3923317,108622,142469.8,21520,120949.8,0,8.3
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,St Aidan's Roman Catholic Primary School,3923318,108623,656.77,0,656.77,0,0.1
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,St Bernadettes Roman Catholic Primary School Aided,3923319,108624,56434.09,10649,45785.09,0,3.9
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,St Columbas Roman Catholic Primary School Aided,3923320,108625,31814.16,5975,25839.16,0,3
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Wallsend St Peter's CofE Aided Primary School,3923321,108626,142215.3,58203,84012.3,0,12.6
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Secondary,Marden High School,3924006,108627,-478858.8,0,-478858.8,0,-10.5
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Secondary,Norham High School,3924008,108628,-2197543,36885,-2234428,0,-69.8
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Middle deemed secondary,Marden Bridge Middle School,3924025,108635,-37948.82,6517,-32821.57,-11644.25,-1.4
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Middle deemed secondary,Valley Gardens Middle School,3924026,108636,331846.9,185870,145976.9,0,9.4
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Middle deemed secondary,Monkseaton Middle School,3924027,108637,29835.38,10186,19649.38,0,1.7
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Secondary,Whitley Bay High School,3924029,108638,416310.8,5477,410833.8,0,4.6
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Secondary,George Stephenson High School,3924030,108639,350165.3,112160,238005.3,0,5.1
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Secondary,Burnside College,3924032,108640,534206.4,187000,347206.4,0,7.6
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Secondary,Churchill Community College,3924033,108641,1672910,1325405,347505,0,20.9
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Secondary,Monkseaton  High School,3924034,108642,-4309539,33401.78,-4342941,0,-126.1
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Secondary,John Spence Community High School,3924038,108644,555728.3,359970,195758.3,0,9.1
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Secondary,Longbenton High School,3924039,108645,-2092684,37157,-2129841,0,-39.1
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Middle deemed secondary,Wellfield Middle School,3925400,108649,113091,21355,91735.97,0,7
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Special,Woodlawn School,3927001,108652,49880.08,10047,39833.08,0,2.1
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Special,Southlands School,3927002,108653,349852,229668,120184,0,14.2
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Special,Benton Dene School,3927004,108655,231878.7,25561.45,206317.3,0,8.2
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Special,Silverdale School,3927007,133432,68560.13,5036,63524.13,0,2.4
201920,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Special,Beacon Hill School,3927008,131544,149428.2,137807,11621.24,0,3
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Nursery,Clervaux Nursery School,3931010,108661,60053.64,8013,52040.64,0,12.3
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Nursery,Helen Gibson Nursery School,3931016,108663,1706.91,12439,-10732.09,0,0.4
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Nursery,Boldon Nursery School,3931018,108665,27470.09,26780,690.09,0,5.7
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Nursery,The Sue Hedley Nursery School,3931021,132799,3639.53,42625.58,-38986.05,0,0.6
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Pupil referral unit,Alternative Education Service - The Beacon Centre,3931100,108666,-153851.9,0,-153851.9,0,-12.2
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Hadrian Primary School,3932000,108668,-29219.37,0,-29219.37,0,-1.9
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Westoe Crown Primary School,3932001,134187,165855.9,0,165855.9,0,5.7
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Sea View Primary School,3932002,134230,143720.9,0,143720.9,0,6.5
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Laygate Community School,3932015,108672,158410.2,87589,70821.18,0,10.1
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Mortimer Primary School,3932017,108673,48635.13,51715,-3079.87,0,1.9
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Marine Park Primary School,3932020,108675,124949.3,39835,85114.31,0,10.2
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Stanhope Primary School,3932023,108676,-10676.14,0,-10676.14,0,-0.8
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Biddick Hall Junior School,3932028,108678,65846.3,61355,4491.3,0,5.2
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Biddick Hall Infants' School,3932033,108682,63349.96,0,63349.96,0,4.9
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Ashley Primary School,3932038,108685,-85757.49,0,-85757.49,0,-3.9
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Hedworth Lane Primary School,3932040,108686,17584.18,7318,10266.18,0,1.3
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Marsden Primary School,3932042,108687,93500.84,47000,46500.84,0,8.3
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,East Boldon Infants' School,3932043,108688,46960.75,0,46960.75,0,5.5
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,East Boldon Junior School,3932050,108692,11285.62,0,11285.62,0,1.1
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Bede Burn Primary School,3932055,108693,29520.8,0,29520.8,0,3
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Valley View Primary School,3932056,108694,27199.6,42000,-14800.4,0,2.1
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Dunn Street Primary School,3932063,108695,15860.68,36134,-20273.32,0,1.7
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Simonside Primary School,3932073,108698,54119.38,43097,11022.38,0,3.9
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Hedworthfield Primary School,3932075,108699,114840.1,60000,54840.12,0,7.1
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Lord Blyton Primary School,3932076,108700,-24311,0,-24311,0,-2
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,West Boldon Primary School,3932080,108701,150187.5,104618,45569.52,0,9.4
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Toner Avenue Primary School,3932083,108704,-98181.65,0,-98181.65,0,-5.8
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Fellgate Primary School,3932085,108706,-407809.1,0,-407809.1,0,-22.4
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Whitburn Village Primary School,3932086,131917,-19898.59,0,-19898.59,0,-1.9
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,St Oswald's CofE Aided Primary School,3933006,108711,-11269.32,0,-11269.32,0,-1
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Jarrow Cross CofE Primary School,3933010,133680,187988.1,124921,63067.13,0,11.4
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,St Bede's RC Voluntary Aided Primary School South Shields,3933301,108715,-17167.76,0,-17167.76,0,-1.5
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,St Gregory's RC Voluntary Aided Primary School,3933303,108716,71738.99,20716,51022.99,0,7.4
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,SS Peter and Paul RC Voluntary Aided Primary School,3933304,108717,-23339.12,0,-23339.12,0,-1.9
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,St Oswald's RC Voluntary Aided Primary School,3933305,108718,152478.4,110178,42300.4,0,13.6
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,St Aloysius' RC Voluntary Aided Junior School,3933306,108719,-0.17,0,-0.17,0,0
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,St Aloysius RC Voluntary Aided Infant School,3933307,108720,0,0,0,0,0
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,St Matthew's RC Voluntary Aided Primary School,3933311,108721,-96378.96,0,-96378.96,0,-9.3
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,St Mary's RC Voluntary Aided Primary School,3933312,108722,0,0,0,0,0
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,St James' RC Voluntary Aided Primary School,3933313,108723,38322.42,17619,20703.42,0,3.7
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,St Joseph's RC Voluntary Aided Primary School,3933314,108724,-15309.48,0,-15309.48,0,-1.4
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,St Bede's RC Primary School Jarrow,3933315,108725,66728.58,48597,18131.58,0,5.9
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Forest View Primary,3933318,135842,14309.6,5635,8674.6,0,1
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Hebburn Lakes Primary School,3933319,136163,320186.1,113612,206574.1,0,11.7
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Harton Primary School,3933320,136178,732417.7,0,732417.7,0,21.5
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Secondary,Mortimer Community College,3934006,108727,-185652.9,0,-185652.9,0,-3.2
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Secondary,Boldon School,3934019,108730,-3243909,0,-3243909,0,-72.8
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Secondary,Hebburn Comprehensive School,3934026,108731,185784.8,185785,-0.2,0,4.4
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Secondary,Jarrow School,3934033,133725,106144.2,100000,6144.18,0,1.8
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Secondary,South Shields School,3934606,131756,80850.75,80850.75,0,0,2.2
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Special,Bamburgh School,3937000,108738,181199,181199,0,0,6.1
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Special,Epinay Business and Enterprise School,3937004,108741,223943,35311,188632,0,8.7
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Special,Park View School,3937006,134813,-170851.6,0,-170851.6,0,-12
201920,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Special,Keelman's Way School,3937007,136252,45272.61,0,45272.61,0,1.5
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Nursery,Millfield Community Nursery School,3941002,108745,-181795,0,-181404.7,-390.35,-173.3
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Nursery,Houghton Le Spring Nursery School,3941003,108746,249122.3,248609.6,0,512.73,35
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Nursery,Hetton-le-Hole Nursery School,3941005,108747,-140536.2,0,-140536.2,0,-33.4
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Nursery,Hylton Red House Nursery School,3941006,108748,235149,329204.2,0,-94055.15,27.3
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Nursery,Usworth Colliery Nursery School,3941007,108749,21317.22,21317.22,0,0,4.8
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Nursery,Hetton Lyons Nursery School,3941008,108750,5420.04,5420.04,0,0,1
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Nursery,Oxclose Nursery School,3941009,108751,296521.1,296521.1,0,0,57.3
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Nursery,Mill Hill Nursery School,3941011,108752,70308.32,70308.32,0,0,12.6
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Nursery,Pennywell Early Years Centre,3941012,108753,163511.8,163511.8,0,0,20.6
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Pupil referral unit,Ks1 Pupil Referral Unit,3941101,135639,-37.89,0,-37.89,0,0
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Pupil referral unit,The Link School,3941102,135640,32482.87,38802.82,0,-6319.95,1.3
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Pupil referral unit,The Link School Pallion,3941103,135641,-4391.33,0,-4391.33,0,-0.5
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Pupil referral unit,School Returners/Young Mums Provision,3941104,135642,4410.91,4410.91,0,0,1.1
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Barnes Junior School,3942002,108755,115283.5,115283.5,0,0,7
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Broadway Junior School,3942004,108757,125522.9,121229.7,0,4293.16,9.2
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Northern Saints CofE Voluntary Aided Primary School,3942006,139425,670843.7,666225.9,0,4617.81,22.2
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Grangetown Primary School,3942010,108758,425646.5,373281.9,0,52364.65,26.5
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Fulwell Junior School,3942019,108763,72505.06,72505.06,0,0,4.9
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Grange Park Primary School,3942021,108765,176486.9,181911.8,0,-5424.88,14.7
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Grindon Infant School,3942026,108766,68299.88,68299.88,0,0,6.9
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Southwick  Community Primary School,3942035,108769,269074.3,190683.8,0,78390.52,11
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Hudson Road Primary School,3942042,108772,81316.06,107227.3,0,-25911.2,4.3
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Dame Dorothy Primary School,3942070,108776,105347.9,102351,0,2996.87,8.7
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Willow Fields Community Primary School,3942088,108783,220289.4,220289.4,0,0,20.3
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Mill Hill Primary School,3942089,108784,144298.3,144298.3,0,0,7.7
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Seaburn Dene Primary School,3942092,108786,59481.79,47646.72,0,11835.07,5.8
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Ryhope Junior School,3942093,108787,123399.8,123399.8,0,0,11.2
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Castletown Primary School,3942099,108792,257429.4,257429.4,0,0,13
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,East Rainton Primary School,3942104,108794,33648.66,33648.66,0,0,4.6
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Easington Lane Primary School,3942105,108795,129708.5,129708.5,0,0,8.3
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Usworth Colliery Primary School,3942115,108799,7200.73,7200.73,0,0,0.3
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Springwell Village Primary School,3942117,108800,37442.79,37442.79,0,0,3.7
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Hetton Primary School,3942126,108803,136410.5,136410.5,0,0,15.5
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Biddick Primary School,3942153,108816,97370.64,97370.64,0,0,6.6
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Lambton Primary School,3942157,108817,88377.76,88377.76,0,0,7.2
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Rickleton Primary School,3942158,108818,59107.25,59107.25,0,0,3
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Richard Avenue Primary School,3942159,108819,551730.1,551730.1,0,0,26.6
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Marlborough Primary School,3942167,108822,152970.3,155424,0,-2453.74,13.8
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Shiney Row Primary School,3942171,108826,191548.7,191548.7,0,0,14.9
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Thorney Close Primary School,3942174,108828,33977.45,33977.45,0,0,2.3
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Bernard Gilpin Primary School,3942176,108830,10058.51,10058.51,0,0,0.5
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Hylton Castle Primary School,3942178,108832,122941.8,119126.3,0,3815.42,9.9
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Blackfell Primary School,3942179,108833,129106.5,129106.5,0,0,12.8
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Barmston Village Primary School,3942181,108835,254295,254295,0,0,19.9
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Albany Village Primary School,3942182,131036,108616.9,108616.9,0,0,9.5
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,St Paul's CofE Primary School,3943005,108836,128335.4,128335.4,0,0,10.8
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,St Benet's Roman Catholic Voluntary Aided Primary School,3943301,108837,70246.94,70246.94,0,0,4.7
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,St Cuthbert's Roman Catholic Voluntary Aided Primary School,3943302,108838,183737.2,155566.1,0,28171.15,15.2
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,St Mary's Roman Catholic Voluntary Aided Primary School,3943306,108840,144550.9,136445,0,8105.91,7.5
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,St Joseph's Roman Catholic Voluntary Aided Primary School Sunderland,3943308,108841,55759.35,55759.35,0,0,4.6
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,English Martyrs' Roman Catholic Voluntary Aided Primary School,3943313,108842,201427.4,201426.9,0,0.5,18.5
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,St Anne's Roman Catholic Voluntary Aided Primary School,3943315,108843,94611.39,94784.28,0,-172.89,8.4
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,St John Bosco Roman Catholic Voluntary Aided Primary School,3943316,108844,264672.2,264458.2,0,214,24.8
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,St Patrick's Roman Catholic Voluntary Aided Primary School,3943317,108845,52156.46,52156.46,0,0,7.3
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,St Leonard's Roman Catholic Voluntary Aided Primary School,3943319,108846,98468.31,98468.31,0,0,11.3
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,St Michael's Roman Catholic Voluntary Aided Primary School,3943323,108849,0,0,0,0,0
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,St Joseph's Washington RC School,3943326,108850,0,0,0,0,0
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Our Lady Queen of Peace Roman Catholic Voluntary Aided Primary School,3943327,108851,0,0,0,0,0
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,St Bede's Roman Catholic Voluntary Aided Primary School,3943329,108852,0,0,0,0,0
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,St John Boste Roman Catholic Voluntary Aided Primary School,3943330,108853,0,0,0,0,0
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Wessington Primary School,3943332,134532,8152.8,0,-2598.16,10750.96,0.5
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Secondary,Hetton School,3944059,108862,237520.4,237520.4,0,0,5.9
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Secondary,St Robert of Newminster Roman Catholic School,3944609,108870,0,0,0,0,0
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Special,Columbia Grange School,3947001,134184,172959,160165.9,0,12793.06,7
201920,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Special,Sunningdale School,3947016,108882,386360.5,361349.8,0,25010.74,15
201920,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Pupil referral unit,The Horizon School Hartlepool,8051100,131294,-246565,0,-246565,0,-40.8
201920,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,Ward Jackson Church of England VA Primary School,8052000,136943,-31364.47,0,-31364.47,0,-3.4
201920,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,Golden Flatts Primary School,8052126,111581,38744.97,38744.97,0,0,4.2
201920,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,Lynnfield Primary School,8052153,111590,145981.9,136656,0,9325.88,7.1
201920,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,Fens Primary School,8052187,111600,199536.2,199536.2,0,0,10
201920,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,Kingsley Primary School,8052189,111601,82357.07,82357.07,0,0,3
201920,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,St Helen's Primary School,8052211,111605,317709.8,317709.8,0,0,18.8
201920,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,Throston Primary School,8052236,111612,72961.14,72961.14,0,0,3.5
201920,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,Clavering Primary School,8052238,111614,329337.6,329337.6,0,0,18
